,Course,Daytime_evening_attendance,Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status_New,Status_0,Status_1,Status_2,Status
691,9003,1,136.0,0,0,1,1,0,41,12.68421052631579,12.384615384615383,1,False,False,True,2
692,9254,1,130.0,0,0,1,1,0,21,12.571428571428571,13.0,1,False,True,False,1
693,33,1,100.0,0,1,0,1,0,35,11.25,0.0,0,True,False,False,0
694,9130,1,157.0,0,0,1,1,0,44,14.0,15.5,1,False,False,True,2
695,9147,1,152.1,0,1,1,1,0,18,13.333333333333334,13.5,0,True,False,False,0
696,8014,0,162.9,0,0,1,1,0,45,13.666666666666666,13.666666666666666,1,False,False,True,2
697,9254,1,137.2,0,0,1,1,0,20,10.0,10.8,1,False,True,False,1
698,9003,1,140.0,0,0,1,1,0,22,12.6,11.714285714285714,1,False,False,True,2
699,9119,1,146.5,0,0,1,1,0,39,17.333333333333332,17.0,0,True,False,False,0
700,9085,1,130.0,0,0,0,1,0,20,13.2,12.0,1,False,True,False,1
701,9147,1,128.0,0,0,1,1,0,49,14.0,13.666666666666666,0,True,False,False,0
702,9556,1,190.0,0,0,1,1,0,43,13.875,12.5,0,True,False,False,0
703,9991,0,133.2,0,0,1,1,0,32,0.0,0.0,0,True,False,False,0
704,9238,1,124.3,0,0,1,1,0,47,13.11111111111111,14.857142857142858,1,False,False,True,2
705,9991,0,138.1,0,0,1,1,1,37,13.0,13.333333333333334,0,True,False,False,0
706,8014,0,144.3,0,0,1,1,0,41,12.5,12.142857142857142,1,False,False,True,2
707,9003,1,140.0,0,0,1,1,0,60,14.11111111111111,14.23076923076923,1,False,False,True,2
708,9254,1,148.3,0,0,1,1,0,47,14.727272727272728,15.77777777777778,1,False,False,True,2
709,8014,0,96.0,0,1,0,1,0,50,0.0,0.0,0,True,False,False,0
710,9991,0,121.7,0,0,1,1,0,45,0.0,0.0,0,True,False,False,0
711,9119,1,160.0,0,1,0,1,0,45,0.0,0.0,0,True,False,False,0
712,9085,1,110.3,0,0,1,1,0,33,13.5,11.6,1,False,False,True,2
713,9500,1,129.0,0,0,1,1,0,18,13.105714285714283,13.105714285714283,1,False,False,True,2
714,9085,1,150.0,0,0,1,1,0,43,13.5,14.4,1,False,False,True,2
715,8014,0,100.0,0,0,1,1,0,44,11.846153846153848,12.0,1,False,False,True,2
716,9130,1,107.5,0,0,1,1,0,29,0.0,0.0,0,True,False,False,0
717,9670,1,170.0,0,1,0,1,0,53,14.333333333333334,0.0,0,True,False,False,0
718,9991,0,123.0,0,0,1,1,0,37,15.8,17.6,1,False,True,False,1
719,9670,1,138.5,0,0,1,1,0,18,13.8,12.4,1,False,True,False,1
720,33,1,140.0,0,1,1,1,0,35,12.666666666666666,12.0,0,True,False,False,0
721,9254,1,113.6,0,0,1,1,0,23,13.0,12.0,1,False,True,False,1
722,171,1,170.0,0,0,1,1,0,22,0.0,0.0,1,False,False,True,2
723,8014,0,115.5,0,0,0,1,0,33,11.0,0.0,0,True,False,False,0
724,9130,1,130.0,0,0,0,1,0,41,0.0,0.0,0,True,False,False,0
725,9500,1,140.0,0,0,1,1,0,51,15.2,16.575,1,False,False,True,2
726,9670,1,126.6,0,0,1,1,0,19,14.428571428571429,14.375,1,False,False,True,2
727,9991,0,143.2,0,0,1,1,0,35,0.0,0.0,0,True,False,False,0
728,171,1,131.4,0,0,1,1,0,20,0.0,0.0,1,False,False,True,2
729,9670,1,133.3,0,0,1,1,0,18,13.75,11.2,1,False,True,False,1
730,9773,1,118.3,0,1,0,1,1,18,12.166666666666666,12.0,0,True,False,False,0
731,9003,1,140.0,0,0,1,1,0,21,12.142857142857142,11.666666666666666,1,False,False,True,2
732,9254,1,124.7,0,0,1,1,0,21,12.0,11.6,1,False,False,True,2
733,9147,1,140.0,0,0,1,1,0,34,11.666666666666666,12.75,1,False,False,True,2
734,9130,1,150.0,0,0,1,1,0,34,0.0,0.0,0,True,False,False,0
735,9670,1,115.6,0,0,1,1,0,21,11.875,12.0,1,False,False,True,2
736,9773,1,116.9,0,0,1,1,0,32,11.285714285714286,12.333333333333334,1,False,True,False,1
737,9254,1,123.4,0,0,1,1,0,30,10.0,11.333333333333334,0,True,False,False,0
738,171,1,146.5,0,1,1,1,0,19,12.0,11.181818181818182,1,False,True,False,1
739,9773,1,117.1,0,0,1,1,0,20,13.833333333333334,13.0,0,True,False,False,0
740,9070,1,113.9,0,0,1,1,0,18,0.0,0.0,0,True,False,False,0
741,9254,1,128.7,0,0,1,1,0,19,14.428571428571429,12.5,1,False,False,True,2
742,9500,1,132.9,0,0,1,1,0,18,14.2,12.4,0,True,False,False,0
743,9991,0,123.0,0,0,1,1,0,27,11.5,10.333333333333334,0,True,False,False,0
744,9773,1,129.8,0,0,1,1,0,52,13.0,15.0,1,False,False,True,2
745,9003,1,156.1,0,0,0,1,0,29,0.0,0.0,0,True,False,False,0
746,9003,1,120.0,0,1,0,1,0,22,11.333333333333334,11.0,0,True,False,False,0
747,9085,1,117.2,0,0,1,1,0,28,12.5,11.428571428571429,1,False,False,True,2
748,9670,1,107.0,0,0,1,1,0,30,0.0,0.0,0,True,False,False,0
749,9500,1,128.4,0,0,1,0,0,18,13.471428571428572,13.944444444444445,1,False,False,True,2
750,9670,1,123.4,0,0,1,0,0,21,11.75,13.333333333333334,1,False,False,True,2
751,9070,1,126.7,0,1,1,0,1,20,13.333333333333334,14.666666666666666,1,False,False,True,2
752,9500,1,123.0,0,0,1,0,1,21,13.105,13.105,1,False,False,True,2
753,9991,0,137.2,0,1,0,0,0,32,0.0,0.0,0,True,False,False,0
754,9070,1,125.9,0,0,1,1,1,20,15.5,12.166666666666666,1,False,False,True,2
755,171,1,138.0,0,1,0,1,0,19,0.0,0.0,0,True,False,False,0
756,9670,1,128.2,0,1,0,1,0,18,11.25,12.333333333333334,0,True,False,False,0
757,9991,0,126.5,0,0,0,1,0,23,11.0,11.363636363636363,0,True,False,False,0
758,9254,1,112.4,0,0,1,1,0,20,12.333333333333334,13.0,1,False,False,True,2
759,9147,1,109.0,0,0,1,0,0,46,11.375,11.8,1,False,False,True,2
760,9003,1,100.0,0,0,1,1,0,27,12.22222222222222,12.384615384615383,1,False,False,True,2
761,171,1,144.7,0,0,1,1,0,20,0.0,0.0,1,False,True,False,1
762,8014,0,120.0,0,0,1,1,0,41,12.0,12.0,1,False,False,True,2
763,9147,1,100.0,0,1,1,1,0,40,11.0,10.0,1,False,True,False,1
764,8014,0,154.0,0,0,1,1,0,37,14.125,13.0,1,False,False,True,2
765,9147,1,111.3,0,0,1,1,0,20,10.2,11.2,1,False,True,False,1
766,9130,1,150.0,0,0,1,0,0,20,12.0,12.4,1,False,True,False,1
767,9991,0,100.0,0,0,1,0,0,26,12.333333333333334,12.571428571428571,1,False,False,True,2
768,8014,0,162.5,0,0,1,1,0,54,14.333333333333334,13.857142857142858,1,False,False,True,2
769,9670,1,134.1,0,0,1,1,0,21,15.166666666666666,14.0,1,False,False,True,2
770,9085,1,133.0,0,0,1,0,1,20,15.142857142857142,15.142857142857142,1,False,False,True,2
771,9773,1,119.0,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0
772,9500,1,131.1,0,0,1,0,0,19,13.411428571428573,13.294444444444444,1,False,True,False,1
773,9238,1,129.4,0,0,1,0,0,18,12.333333333333334,12.166666666666666,1,False,False,True,2
774,9085,1,123.9,0,0,1,0,0,19,11.8,12.2,1,False,True,False,1
775,9085,1,140.0,0,1,1,0,0,22,12.0,12.0,0,True,False,False,0
776,9085,1,162.0,0,0,1,0,0,19,15.0,15.625,1,False,False,True,2
777,171,1,131.6,0,0,1,0,0,21,13.875,12.7,0,True,False,False,0
778,9853,1,110.6,0,0,1,0,0,20,11.833333333333334,14.333333333333334,1,False,True,False,1
779,9773,1,117.4,0,0,1,0,1,18,12.5,13.833333333333334,1,False,False,True,2
780,9773,1,137.8,0,0,1,0,1,18,15.0,15.5,1,False,False,True,2
781,9670,1,106.7,0,1,1,0,0,20,11.666666666666666,10.5,0,True,False,False,0
782,9500,1,156.9,0,0,1,0,1,18,14.668,14.63375,1,False,False,True,2
783,9500,1,129.0,0,0,1,0,0,18,13.345,13.345,1,False,True,False,1
784,9773,1,124.8,0,0,1,0,1,20,12.8,12.333333333333334,1,False,False,True,2
785,9238,1,115.1,0,0,1,0,0,19,10.833333333333334,12.142857142857142,1,False,False,True,2
786,9070,1,146.7,0,0,1,0,0,18,13.666666666666666,14.0,1,False,False,True,2
787,9500,1,132.8,0,0,1,0,0,18,14.537142857142856,14.537142857142856,1,False,False,True,2
788,9085,1,159.1,0,1,1,0,1,18,14.4,14.0,0,True,False,False,0
789,171,1,137.6,0,0,1,0,1,20,0.0,0.0,1,False,False,True,2
790,9773,1,124.0,0,0,1,0,1,19,13.166666666666666,13.833333333333334,1,False,False,True,2
791,9500,1,149.0,0,0,0,1,0,36,11.5,0.0,0,True,False,False,0
792,9238,1,129.6,0,0,1,0,1,19,11.333333333333334,12.428571428571429,1,False,False,True,2
793,9238,1,110.0,0,0,1,0,0,18,12.0,13.6,1,False,False,True,2
794,9773,1,116.1,0,0,1,0,1,18,13.166666666666666,12.166666666666666,1,False,False,True,2
795,9773,1,133.3,0,0,1,0,1,18,14.833333333333334,14.166666666666666,1,False,False,True,2
796,9070,1,144.3,0,0,1,0,0,19,13.0,13.22222222222222,1,False,False,True,2
797,9500,1,133.6,0,0,1,0,0,18,13.087142857142856,12.95,1,False,False,True,2
798,9130,1,123.2,0,0,1,0,1,19,13.333333333333334,13.666666666666666,1,False,False,True,2
799,9853,1,137.2,0,0,1,0,0,18,12.166666666666666,12.75,1,False,True,False,1
800,9070,1,130.0,0,0,0,0,1,22,11.0,12.0,1,False,True,False,1
801,9238,1,110.0,0,1,0,0,0,18,0.0,0.0,0,True,False,False,0
802,9147,1,118.0,0,0,1,0,0,19,13.6,12.2,1,False,False,True,2
803,9773,1,128.4,0,0,1,0,0,18,15.5,14.0,1,False,False,True,2
804,9853,1,113.6,0,0,1,0,0,19,13.857142857142858,14.285714285714286,1,False,False,True,2
805,9147,1,113.5,0,1,1,0,0,20,11.5,10.0,1,False,True,False,1
806,9070,1,146.9,0,0,1,0,1,18,13.0,12.166666666666666,1,False,False,True,2
807,9130,1,141.3,0,1,0,0,0,23,14.0,13.0,1,False,True,False,1
808,9773,1,129.7,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
809,9070,1,121.3,0,0,1,0,0,20,11.166666666666666,11.5,1,False,True,False,1
810,9238,1,109.1,0,1,0,0,1,22,0.0,0.0,0,True,False,False,0
811,9853,1,107.1,0,0,1,0,1,18,12.142857142857142,13.666666666666666,1,False,False,True,2
812,9500,1,129.2,0,0,1,0,1,18,14.145714285714286,13.627777777777778,1,False,False,True,2
813,9500,1,154.1,0,0,1,0,0,18,14.45,14.144444444444444,1,False,False,True,2
814,9853,1,147.2,0,0,1,0,0,18,15.714285714285714,15.0,1,False,False,True,2
815,9147,1,120.0,0,0,1,0,0,21,12.8,12.666666666666666,1,False,True,False,1
816,9070,1,130.8,0,0,1,0,0,20,12.5,11.5,1,False,True,False,1
817,9070,1,120.8,0,0,1,0,0,18,14.5,12.833333333333334,1,False,False,True,2
818,9500,1,125.4,0,0,0,0,1,20,13.462857142857144,13.164285714285716,1,False,True,False,1
819,8014,0,121.3,0,0,1,0,0,25,12.833333333333334,12.833333333333334,1,False,False,True,2
820,9147,1,127.0,0,0,1,0,1,18,12.0,11.6,1,False,False,True,2
821,171,1,151.6,0,0,1,0,0,19,0.0,0.0,1,False,False,True,2
822,9085,1,131.6,0,0,1,0,0,20,14.714285714285714,13.2,1,False,True,False,1
823,9238,1,106.0,0,0,1,0,1,20,12.571428571428571,13.285714285714286,1,False,False,True,2
824,9773,1,111.6,0,0,1,0,1,21,12.5,11.5,1,False,False,True,2
825,9670,1,117.3,0,0,1,0,0,18,14.0,14.0,1,False,False,True,2
826,9853,1,121.4,0,0,1,0,0,18,11.571428571428571,13.166666666666666,0,True,False,False,0
827,9070,1,126.1,0,0,1,0,1,18,15.833333333333334,15.333333333333334,1,False,False,True,2
828,9500,1,137.0,0,0,1,0,0,18,14.25,14.25,1,False,False,True,2
829,9670,1,120.8,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
830,9254,1,128.7,0,0,1,0,0,20,11.666666666666666,11.0,0,True,False,False,0
831,9238,1,118.0,0,0,1,0,0,47,0.0,0.0,0,True,False,False,0
832,9130,1,120.0,0,1,1,0,0,21,13.2,12.5,1,False,True,False,1
833,9130,1,160.0,0,0,1,1,0,31,12.0,10.0,0,True,False,False,0
834,9119,1,150.0,0,0,1,1,0,46,0.0,0.0,0,True,False,False,0
835,9119,1,121.8,0,0,1,1,0,18,12.0,11.0,1,False,True,False,1
836,9119,1,125.4,1,0,1,1,0,19,13.333333333333334,10.75,0,True,False,False,0
837,9556,1,126.6,0,0,1,1,0,23,12.414285714285713,13.5,1,False,True,False,1
838,9130,1,150.0,0,0,0,1,0,22,0.0,0.0,0,True,False,False,0
839,9147,1,114.5,0,0,1,1,0,19,13.8,12.4,1,False,False,True,2
840,9147,1,107.0,0,1,0,0,0,19,0.0,0.0,0,True,False,False,0
841,9147,1,115.7,0,0,0,1,0,22,11.5,14.0,1,False,True,False,1
842,9130,1,120.0,0,1,0,1,0,29,0.0,0.0,0,True,False,False,0
843,9500,1,134.8,0,0,1,0,0,18,14.016666666666666,14.016666666666666,1,False,False,True,2
844,9238,1,133.6,0,0,1,0,0,18,11.4,10.8,1,False,False,True,2
845,171,1,129.0,0,1,0,0,1,23,0.0,0.0,0,True,False,False,0
846,9991,0,128.4,0,0,1,0,0,34,10.4,12.0,1,False,False,True,2
847,9147,1,122.2,0,0,1,0,0,19,10.666666666666666,10.25,1,False,False,True,2
848,9085,1,113.3,0,0,1,0,0,18,14.25,12.714285714285714,1,False,True,False,1
849,9500,1,129.9,0,0,1,0,1,20,13.914285714285713,14.10625,1,False,False,True,2
850,9500,1,126.2,0,0,1,0,0,19,13.761111111111113,12.82375,1,False,False,True,2
851,9853,1,112.6,0,0,1,0,0,22,12.6,11.25,1,False,True,False,1
852,9238,1,149.0,0,0,1,0,1,23,13.857142857142858,14.166666666666666,1,False,False,True,2
853,9500,1,120.0,0,0,1,1,1,34,13.842857142857143,13.842857142857143,1,False,False,True,2
854,9119,1,120.4,0,1,0,1,0,18,0.0,0.0,1,False,True,False,1
855,9773,1,128.1,1,0,1,1,0,21,11.8,0.0,0,True,False,False,0
856,9238,1,141.7,0,0,1,1,0,22,12.666666666666666,13.833333333333334,0,True,False,False,0
857,9003,1,130.0,0,0,1,1,0,28,0.0,0.0,0,True,False,False,0
858,9119,1,113.3,0,0,1,1,0,23,0.0,0.0,0,True,False,False,0
859,9773,1,105.9,0,0,1,1,0,20,10.75,10.0,0,True,False,False,0
860,9119,1,122.7,0,0,1,1,0,18,12.6,13.25,0,True,False,False,0
861,9147,1,120.0,0,1,0,1,0,28,0.0,0.0,0,True,False,False,0
862,9070,1,119.8,0,0,1,1,0,21,12.0,12.142857142857142,0,True,False,False,0
863,9670,1,122.9,0,1,0,1,0,25,14.0,14.5,0,True,False,False,0
864,9085,1,160.0,1,0,0,1,0,19,14.0,13.5,0,True,False,False,0
865,9500,1,125.2,0,0,1,1,1,18,14.682857142857143,15.055555555555555,1,False,False,True,2
866,9119,1,143.4,0,0,1,1,0,29,0.0,0.0,0,True,False,False,0
867,9119,1,96.7,0,0,1,1,1,29,0.0,0.0,0,True,False,False,0
868,9254,1,126.9,0,0,1,1,0,20,13.857142857142858,12.8,1,False,False,True,2
869,171,1,143.1,0,0,1,1,0,18,0.0,0.0,1,False,False,True,2
870,9254,1,114.5,0,0,1,1,0,20,13.142857142857142,12.5,1,False,False,True,2
871,9119,1,140.0,0,0,1,1,0,33,18.0,13.0,0,True,False,False,0
872,9991,0,113.7,0,0,1,1,0,30,11.461538461538462,11.583333333333334,1,False,False,True,2
873,9556,1,131.5,0,0,1,1,1,21,11.2,11.583333333333334,1,False,True,False,1
874,9003,1,143.5,0,1,1,1,0,18,15.0,14.5,1,False,False,True,2
875,9500,1,126.8,0,0,1,1,1,19,14.244444444444444,12.233333333333333,1,False,False,True,2
876,9070,1,115.2,0,0,1,1,1,21,11.5,11.0,0,True,False,False,0
877,9556,1,100.0,0,0,1,1,1,25,10.0,0.0,0,True,False,False,0
878,9670,1,121.4,0,0,1,1,0,19,12.333333333333334,11.6,1,False,False,True,2
879,9070,1,120.0,0,0,1,1,0,23,12.2,12.142857142857142,0,True,False,False,0
880,9070,1,129.9,0,0,1,1,1,19,13.666666666666666,13.2,1,False,False,True,2
881,171,1,151.1,0,0,1,1,0,19,0.0,0.0,1,False,False,True,2
882,9003,1,120.0,0,1,0,1,0,31,11.0,0.0,0,True,False,False,0
883,9003,1,130.0,0,1,0,1,0,32,13.0,11.428571428571429,0,True,False,False,0
884,9500,1,119.0,0,0,1,0,1,19,12.599999999999998,12.599999999999998,1,False,False,True,2
885,9773,1,122.0,0,0,1,0,0,34,12.2,12.333333333333334,1,False,False,True,2
886,9773,1,129.7,0,0,1,0,0,21,13.166666666666666,13.0,1,False,False,True,2
887,9238,1,112.5,0,0,1,0,1,53,11.0,11.0,1,False,False,True,2
888,9500,1,136.0,0,0,1,0,1,19,14.014285714285714,15.35,1,False,False,True,2
889,9773,1,133.1,0,0,1,0,1,20,13.0,11.25,1,False,False,True,2
890,9773,1,151.3,0,0,1,0,0,18,14.0,14.666666666666666,1,False,False,True,2
891,171,1,133.3,0,0,0,0,0,32,0.0,0.0,0,True,False,False,0
892,9500,1,130.8,0,0,1,0,1,21,14.428571428571429,14.428571428571429,1,False,False,True,2
893,8014,0,140.0,0,0,0,0,0,26,0.0,0.0,0,True,False,False,0
894,9085,1,150.0,0,0,1,0,0,26,11.833333333333334,12.461538461538462,1,False,False,True,2
895,9991,0,130.0,0,0,0,0,0,21,11.333333333333334,13.0,0,True,False,False,0
896,9773,1,125.3,0,0,1,0,0,18,12.5,13.0,1,False,False,True,2
897,9070,1,124.0,0,0,1,0,1,21,13.333333333333334,12.545454545454543,1,False,False,True,2
898,9254,1,113.8,0,0,1,0,0,21,10.833333333333334,11.0,1,False,True,False,1
899,9670,1,124.4,0,0,1,0,1,19,13.0,14.0,1,False,False,True,2
900,9147,1,107.7,0,0,1,0,0,19,10.0,14.0,0,True,False,False,0
901,9238,1,110.0,0,0,1,0,1,19,11.428571428571429,11.2,1,False,False,True,2
902,9500,1,130.0,0,0,1,0,0,27,12.8875,12.8875,1,False,False,True,2
903,9500,1,138.8,0,0,1,0,1,18,12.95,12.95,1,False,False,True,2
904,9147,1,126.3,0,0,1,0,0,20,10.0,0.0,0,True,False,False,0
905,9500,1,114.5,0,0,1,0,1,19,13.094285714285714,12.55,1,False,False,True,2
906,9670,1,116.5,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
907,9238,1,128.6,0,0,1,0,1,19,11.714285714285714,11.0,1,False,False,True,2
908,9238,1,130.0,0,0,1,0,0,20,11.25,10.0,1,False,True,False,1
909,171,1,134.6,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
910,9853,1,146.8,0,0,1,0,0,18,13.166666666666666,13.333333333333334,1,False,False,True,2
911,9085,1,135.7,0,0,1,0,0,20,12.75,13.4,1,False,False,True,2
912,9991,0,120.0,0,0,0,0,0,38,10.6,11.0,0,True,False,False,0
913,8014,0,138.0,0,0,1,0,0,42,11.2,12.0,1,False,False,True,2
914,9500,1,135.5,0,0,1,0,0,32,0.0,0.0,0,True,False,False,0
915,9773,1,120.0,0,0,1,0,0,22,13.0,13.666666666666666,1,False,False,True,2
916,9991,0,111.7,0,0,1,0,0,28,0.0,0.0,0,True,False,False,0
917,8014,0,100.0,0,0,1,0,0,37,0.0,0.0,0,True,False,False,0
918,9003,1,160.0,0,0,1,0,0,43,14.166666666666666,15.0,1,False,False,True,2
919,8014,0,114.8,0,0,1,0,1,41,12.833333333333334,12.333333333333334,1,False,False,True,2
920,8014,0,131.0,0,0,1,0,1,29,11.75,10.4,1,False,False,True,2
921,8014,0,97.0,0,0,1,0,1,35,10.833333333333334,11.5,1,False,False,True,2
922,9238,1,131.7,0,0,1,0,0,18,11.75,12.25,0,True,False,False,0
923,9500,1,120.0,0,0,0,0,1,39,11.5,10.5,0,True,False,False,0
924,9991,0,110.0,0,0,1,0,0,37,10.0,11.333333333333334,1,False,True,False,1
925,9500,1,133.0,0,0,1,0,1,26,13.7,13.7,1,False,False,True,2
926,9085,1,140.0,0,0,1,0,0,32,14.0,0.0,0,True,False,False,0
927,8014,0,100.0,0,1,1,0,0,37,11.375,12.166666666666666,1,False,True,False,1
928,9085,1,129.3,0,1,1,0,0,28,0.0,0.0,1,False,True,False,1
929,9238,1,137.0,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
930,9147,1,122.2,0,0,1,0,0,18,11.0,12.5,1,False,True,False,1
931,9853,1,108.0,0,0,1,0,1,19,13.0,13.285714285714286,1,False,False,True,2
932,9670,1,110.0,0,0,1,0,0,32,13.6,15.11111111111111,1,False,False,True,2
933,9147,1,127.7,0,0,1,0,0,31,11.0,11.5,0,True,False,False,0
934,9500,1,121.3,0,0,1,0,0,34,11.705714285714285,11.705714285714285,1,False,True,False,1
935,171,1,140.1,0,0,1,0,0,20,13.25,14.333333333333334,1,False,False,True,2
936,9500,1,114.8,0,0,1,0,0,28,10.75,10.0,0,True,False,False,0
937,9991,0,150.0,0,0,1,0,0,31,12.0,13.428571428571429,1,False,True,False,1
938,9773,1,131.7,0,0,1,0,0,18,12.666666666666666,12.25,1,False,True,False,1
939,8014,0,110.0,0,0,0,0,0,31,11.4,11.0,0,True,False,False,0
940,9773,1,105.5,0,0,1,0,0,19,13.0,12.4,1,False,False,True,2
941,9238,1,127.3,0,0,1,0,1,19,14.0,12.285714285714286,1,False,False,True,2
942,9238,1,130.0,0,0,1,0,0,31,0.0,0.0,1,False,True,False,1
943,9085,1,130.0,0,0,1,0,0,34,0.0,0.0,0,True,False,False,0
944,9556,1,122.7,0,0,1,0,1,18,15.285714285714286,16.075,1,False,False,True,2
945,9254,1,113.9,0,0,1,0,0,18,13.166666666666666,12.666666666666666,1,False,False,True,2
946,9147,1,151.1,0,1,1,1,0,19,13.6,12.833333333333334,1,False,False,True,2
947,9773,1,125.8,0,0,0,1,1,22,0.0,0.0,0,True,False,False,0
948,9670,1,128.2,0,0,1,1,0,32,11.4,11.5,1,False,False,True,2
949,9147,1,135.1,0,0,1,1,0,61,0.0,0.0,0,True,False,False,0
950,9991,0,120.2,0,0,1,1,0,30,11.0,11.6,1,False,False,True,2
951,9991,0,132.8,0,1,0,1,0,45,0.0,0.0,0,True,False,False,0
952,9003,1,140.0,0,0,1,1,0,20,13.571428571428571,12.666666666666666,1,False,False,True,2
953,9500,1,129.3,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
954,9119,1,108.2,0,0,1,1,0,26,11.25,12.0,0,True,False,False,0
955,9670,1,125.4,0,0,1,1,0,19,13.333333333333334,11.0,0,True,False,False,0
956,9773,1,140.2,0,0,1,1,1,19,12.0,11.666666666666666,1,False,False,True,2
957,9773,1,116.1,0,0,1,1,0,19,12.5,13.0,1,False,False,True,2
958,9147,1,137.8,0,0,1,1,1,19,13.2,12.666666666666666,1,False,False,True,2
959,9670,1,128.4,0,0,0,1,0,19,0.0,0.0,0,True,False,False,0
960,9670,1,106.0,0,0,0,1,0,28,11.666666666666666,11.5,0,True,False,False,0
961,9147,1,130.2,0,0,1,1,0,24,13.466666666666669,13.642857142857142,1,False,False,True,2
962,9130,1,126.0,0,0,1,1,0,18,13.666666666666666,13.2,1,False,False,True,2
963,9119,1,141.0,0,0,1,1,0,18,11.666666666666666,12.5,1,False,True,False,1
964,9773,1,113.0,0,0,1,1,1,18,11.666666666666666,10.2,1,False,False,True,2
965,9003,1,120.0,0,0,1,1,0,21,13.4,12.4,1,False,False,True,2
966,9991,0,130.9,0,0,0,1,0,28,0.0,0.0,0,True,False,False,0
967,9003,1,120.0,0,0,1,1,0,58,0.0,0.0,0,True,False,False,0
968,9991,0,134.1,0,0,0,1,0,49,0.0,0.0,0,True,False,False,0
969,9119,1,120.0,0,0,1,1,0,24,10.666666666666666,10.5,1,False,True,False,1
970,9670,1,114.8,0,0,1,1,0,25,13.75,14.75,1,False,False,True,2
971,9147,1,123.0,0,0,1,1,0,33,10.0,0.0,0,True,False,False,0
972,9119,1,118.0,0,0,0,1,0,33,0.0,0.0,0,True,False,False,0
973,9853,1,100.0,0,0,1,1,0,40,16.0,15.5,1,False,False,True,2
974,9991,0,151.1,0,0,1,1,0,48,12.285714285714286,11.125,1,False,False,True,2
975,9119,1,116.9,0,1,0,1,0,18,12.0,10.333333333333334,1,False,True,False,1
976,9500,1,106.0,0,0,1,1,0,24,12.666666666666666,12.666666666666666,1,False,False,True,2
977,9085,1,127.1,0,0,1,1,1,23,11.8,13.25,1,False,False,True,2
978,9991,0,155.5,0,1,0,1,0,39,10.6,14.666666666666666,0,True,False,False,0
979,9003,1,101.0,0,0,1,1,0,21,11.9,12.25,1,False,False,True,2
980,9119,1,128.2,0,0,1,1,0,34,11.25,10.5,0,True,False,False,0
981,9991,0,113.0,0,0,1,1,1,41,11.0,11.4,1,False,True,False,1
982,9773,1,122.8,0,0,1,1,0,18,12.0,12.5,1,False,False,True,2
983,9991,0,145.6,0,0,1,1,0,34,11.75,10.833333333333334,1,False,True,False,1
984,9147,1,116.5,0,0,1,1,0,19,10.0,16.0,0,True,False,False,0
985,9500,1,142.0,0,0,1,1,0,19,13.714285714285714,13.714285714285714,1,False,False,True,2
986,9003,1,150.0,0,0,1,1,0,28,14.875,15.8,1,False,False,True,2
987,9070,1,133.3,0,0,1,1,0,18,10.8,0.0,0,True,False,False,0
988,9238,1,115.8,0,0,1,1,0,19,12.0,10.0,0,True,False,False,0
989,9085,1,100.0,0,1,0,1,0,19,12.5,13.5,0,True,False,False,0
990,9500,1,128.6,0,0,1,0,0,18,14.728571428571428,16.327272727272728,1,False,False,True,2
991,9130,1,137.1,0,0,1,0,0,18,12.0,14.8,1,False,False,True,2
992,9773,1,149.0,0,0,1,0,0,18,11.428571428571429,11.0,0,True,False,False,0
993,9238,1,147.0,0,0,1,0,0,19,14.166666666666666,13.5,1,False,False,True,2
994,9238,1,150.0,0,0,1,0,0,31,12.5,14.6,1,False,False,True,2
995,8014,0,103.5,0,0,1,0,1,33,14.166666666666666,14.333333333333334,1,False,False,True,2
996,9500,1,107.8,0,0,1,0,1,20,14.46,13.55,1,False,True,False,1
997,9085,1,130.0,0,0,1,0,0,22,12.8,11.5,1,False,True,False,1
998,9254,1,109.4,0,0,1,0,0,19,12.666666666666666,13.4,1,False,False,True,2
999,9070,1,143.6,0,0,1,0,0,18,12.5,13.0,0,True,False,False,0
1000,9070,1,124.3,1,0,1,0,0,18,0.0,0.0,0,True,False,False,0
1001,9670,1,119.5,0,0,0,0,0,18,0.0,0.0,0,True,False,False,0
1002,171,1,175.6,0,0,1,0,0,18,0.0,0.0,1,False,False,True,2
1003,9147,1,116.1,0,0,1,0,1,19,11.2,11.0,1,False,False,True,2
1004,9238,1,126.6,0,0,1,0,0,18,16.5,17.428571428571427,0,True,False,False,0
1005,9085,1,130.8,0,0,1,0,0,18,13.666666666666666,12.0,1,False,False,True,2
1006,9500,1,133.5,0,0,1,0,1,18,15.228571428571428,15.228571428571428,1,False,False,True,2
1007,9238,1,136.9,0,0,1,0,0,21,12.77777777777778,13.22222222222222,1,False,False,True,2
1008,9500,1,142.3,0,0,1,0,1,18,14.428571428571429,14.428571428571429,1,False,False,True,2
